source_sentence	target_sentence
Invalid property value	Najru keeriɗo ñolɗo (maayɗo).
Invalid recovery code	Kod keɓtugol moƴƴaani
Invalid recovery key	Coktirgal keɓtugol moƴƴaani
Invalid redirect	Ɓenningol moƴƴaani
Invalid request signature	Siifannde ɗaɓɓitannde feewaani
Invalid search data.	Keɓe njiilaw moƴƴaani.
Invalid section name (%1$S) at line %2$S.	Innde taƴre maaynde (%1$S) e gorol %2$S.
Invalid sign-in verification code	Kod ƴeewtorɗo ceŋagol oo moƴƴaani
Invalid signin code	Kod ceŋogol oo moƴƴaani
Invalid tag entered: %s	Tagere naatnaade moƴƴaani: %s
Invalid timestamp in request signature	Temmbere sahaa e siifannde ɗaɓɓitannde feewaani
Invalid token	Tokkunde moƴƴaani
Invalid username provided. Enter a new username below.	Innde kuutoro ndee moƴƴaani. Naatnu innde kuutoro hesre les ɗoo.
Invalid value	Kiisol moƴƴaani
Invalid verification code	Kod ƴeewtagol moƴƴaani
Iran	Iraan
Iraq	Iraak
Ireland	Irlannda
Irish	Irish
Irish	Irlanndeere
Is a Certificate Authority	Ko Kohowo Seedamfaagu
Is approved?	Jaɓaama?
Is current revision?	Ko baylital gonangal?
Is my account information public?	Humpito konte am woni ko e peñcu?
Is not a Certificate Authority	Wonaa Kohowo Seedamfaagu
Is the clip valid?	Ngel lefel ena jaalɗi ne?
Is the goal of Common Voice to build a voice assistant?	Mbete faandaare Common Voice  ko mahde heedorde sawto?
Is this website storing information (cookies) on my computer?	Ndee lowre ena moofta humpito (kukiije) e ordinateer am?
Is this website storing information on my computer?	Mate ndee lowre geese woni ko e mooftude kabaruuji e ordinateer maa?
Is this you signing in?	Ko aan woni ceŋiiɗo ɗoo oo?
Is this you signing up?	Ko aan woni binndittoɗo ɗoo oo?
Is your computer slow? Your browser might be using too much memory. Switch to Firefox today for more speed.	Ordinateer maa ina leeli? Ina gasa tawi wanngorde maa ina huutoroo teskorde noo feewi. Faatu to Firefx hannde ngam yaawre ɓeydiinde.
Is your computer slow? Your browser might be using too much memory. Switch to { -brand-name-firefox } today for more speed.	Ordinateer maa ina leeli? Ina gasa tawi wanngorde maa ina huutoroo teskorde noo feewi. Faatu to { -brand-name-firefox } hannde ngam yaawre ɓeydiinde.
IsiNdebele (North)	IsiNdebele (Soɓɓiire)
IsiNdebele (South)	IsiNdebele (Ɓaleeri)
Island	Duunde
Isle of Man	Duunde Man
Isolated Web Content	Loowdi Geese Njoñaandi
Israel	Israel
Issue submitted successfully	Caɗeele naatnaama no haanirta
Issued By	Feewni ko
Issued To	Hucci ko
Issued To	Hucci ko e
"Issued Under: ""%S"""	"Bayyinaa Ko e: ""%S"""
Issued Under: “%S”	"Bayyinaa Ko e: ""%S"""
Issued by: %1$S	Jonni ko: %1$S
Issued by: { $issuedBy }	Jonni ko: { $issuedBy }
Issued on:	Bayyinaa ñande:
Issued to: %1$S	Jonnaa ko: %1$S
Issued to: { $issuedTo }	Jonnaa ko: { $issuedTo }
Issuer	Bayyinɗo
Issuer Unique ID	ID Keeriiao Bayyinɗo
Issuer certificate is invalid.	Sartifikaa jaltinɗo oo ina moƴƴi.
Issuer’s Certificate Revocation List has an unknown version number.	Doggol sartifikaaji jaltinoowo diiwtaaɗi ina waɗi tonngoode yamre nde anndaaka.
Issuer’s OCSP responder reports certificate is revoked.	Sartifikaa jaabotoongel OCSP jaltinɗo oo ko diiwtaaɗo.
Issuer’s V1 Certificate Revocation List has a critical extension.	Doggol diiwtugol sartifikaaji jaltinoowo V1 ina waɗi jokkel paaynungel.
Issuer’s V2 Certificate Revocation List has an unknown critical extension.	Doggol diiwtugol sartifikaaji jaltinoowo V2 ina waɗi jokkel paaynungel ngel heɓtinaaka.
It appears that your default search engine has changed. Should %1$S make %2$S the default search engine?	Ina wayi no masiŋ maa njiilaw goowaaɗo oo wayliima. %1$S ina waawi waɗde %2$S wonta masiŋ maa bjiilaw goowaaɗo?
It automatically sends information about performance, hardware, usage and customizations back to &vendorShortName; to help make &brandShortName; better.	Ina nelda kumpite jaawɗe to baɗte moƴƴugol, gollorɗe, kuutorogol e keertine to &vendorShortName; ngam ɓeydude moƴƴinde &brandShortName; 
It changed my search engine, homepage, or new tab without informing or asking me	Ɗum waylii yiylorde am, jaɓɓorgo am, walla tabbere hesere tawo ɗum humpitaani mi walla ɗum naamnaaki mi
It contains words or phrases that are hard to read or pronounce.	Ena waɗi kelme walla kaalanɗe mettuɗe tarde walla wowlude.
It damaged my computer or compromised my data	Ina bonna ordinateer am walla jaaya keɓe am
It doesn’t take much to get the most from %1$S. Just set %1$S as your default browser and put control, customization, and protection on autopilot.	Naftoraade no moƴƴi %1$S ko huunde newiinde. A waɗtat %1$S wanngorde maa aadoraande, neɗɗiɗinaande, mbaɗaa nde e ndeenka ɗowo otomatik.
It expires in 5 minutes.	Ɗuum gasat e nder hojomaaji 5.
It is a long established fact that a reader will be distracted by the readable content of a page when looking at its layout.	Ena goongɗinaa ko ɓooyi wonde loowdi hello ena telɓina taroowo so tawii omo ndaara lelngo maggo,
It is not possible to back up certificates from a hardware security device such as a smart card.	Danndude seedamfaaje ummiinde e kaɓirgol kisal hono kartal timmital wonataa.
It is not possible to check for updates to incompatible add-ons                                            because software installation for &brandShortName; has been disabled.                                            Please contact your System Administrator for assistance.	Ƴeewtagol kesɗitine ɓeyditte ɗe njaaɓdaani aamnotaako sabu aafgol topirɗe &brandShortName; koko daaƴaa. Tiiɗno jokkondir e Jiiloowo yuɓɓo maa ngam ballal.
It is strongly recommended that you apply this                                             update for &brandShortName; as soon as possible.	Ena wasiyaa noo feewi nde njammintaa ngal kesɗitinal &brandShortName; ko yaajtii.
It is written in a language different than what I’m speaking.	Winndaa ko e ɗemngal ngal jiidaa e ngal kaalat-mi ngal
It looks like you haven’t started %S in a while. Do you want to clean it up for a fresh, like-new experience? And by the way, welcome back!	Ena wayi hono a wayrii hurminde %S seeɗa. Aɗa yiɗi heɗitinde mo haa o ɓeydoo laaɓde e hesɗude? A jaɓɓaama kisa goɗngol!
It looks like you've bookmarked an old URL. The new URL for this page is below. You should update your bookmarks. We will forward you to the new URL in 10 seconds.	Ena wayi hono maantori-ɗaa ko URL kiiɗɗo. URL keso ngoo hello nana les ɗoo. Aɗa foti hesɗitinde maantore maa. Maa min ɓennitin-ma to URL keso oo ɗoo e hojomaaji 10.
It looks like your network security settings might be causing this. Do you want the default settings to be restored?	Ena wayi hono teelte kisal laylaytol maa gaddata ɗee caɗe. Aɗa yiɗi artirde teelte goowaaɗe ɗee?
It looks like you’re running an older version of Firefox.	Ena wayi hono ndognataa ko yamre Firefox hiiɗnde.
It may have been removed, moved, or file permissions may be preventing access.	Maa taw ko nde momtaande, dirtinaande, walla jamire fiilde ena kala ballagol.
It requires your permission to:	Ina naamndii yamiroore maa e:
It seems your account has already been activated.	Ena wayi hono konte maa ko kurmuɗe haa gasi.
It takes less than a minute and feels great.	Ɓurataa hojom etee ena moƴƴi sanne.
It wants to:	O yiɗi ko:
It's completely free and open source	Kañum fof ko ko udditaa tee joɓetaake
Italian	Italiire
Italic	Italik
Italy	Itali
Item could not grow, siblings have likely used the extra space.	Geɗel ngel waawaano amwnude, ina gasa musiɗɓe tawa maggel ƴettii boowal ɓeydal ngal.
Item was not set to grow.	Geɗel ngel teeltiranooka mawnude.
Item was not set to shrink.	Geɗel ngel teeltiraaka faaɗtude.
Item was set to grow.	Geɗel ngel teeltiranoo ko mawnude.
Item was set to shrink but could not.	Geɗel ngel reeglaama ngam famɗitde kono ngel ronkii.
Item was set to shrink.	Geɗel ngel teeltiranoo ko faaɗtude.
Items to Import	Teme Jiggeteeɗe
Iteration start: %1$S (%2$S)	Fuɗɗoode baɗtugol: %1$S (%2$S)
Iteration start: %1$S (%2$Ss)	Fuɗɗo baɗtugol:%1$S (%2$Ss)
It’s easy to customize your Firefox exactly the way you want it. <a>Choose from thousands of add-ons</a>.	Feŋtaade Firefox haa nannda e no njiɗir-ɗaa ena weeɓi sanne. <a>Suɓo ɓeyditte e nder ujunnaaji</a>.
It’s likely the website’s certificate is expired, which prevents { -brand-short-name } from connecting securely.	Ina gasa tawa sartifikaa lowre geese ndee ko buntuɗo, ko ɗuum haɗata { -brand-short-name } seŋoraade kisal.
It’s likely the website’s certificate is expired, which prevents { -brand-short-name } from connecting securely. If you visit this site, attackers could try to steal information like your passwords, emails, or credit card details.	Ina gasa tawa sartifikaa lowre geese ndee ko buntuɗo, ko ɗuum haɗata { -brand-short-name } seŋoraade kisal. So aɗa yilloo ndee lowre, yanooɓe ina mbaawi etaade wujjude kabaruuji baaɗi no pinle, iimeeluuji walla kabaruuji karal keredi.
It’s not possible to report this error at this time.	Ndee juumre waawaa siimteede jooni.
It’s okay to like Facebook	Yiɗde Facebook ina moƴƴi
It’s okay to like { -brand-name-facebook }	Yiɗde { -brand-name-facebook } ina moƴƴi
It’s your Web anywhere you go.	Ko Geese maa kala ɗo njah-ɗaa.
Izhorian	Ishoriire
I’m afraid I don’t know what you’re looking for.	Mbiɗo faayi waasde anndude ko njiilotoɗaa.
I’m interested in:	Miɗo hatojini e:
"I’m okay with Mozilla handling my info as explained in <a href=""%s"">this Privacy Notice</a>"	"Alanaa kam caɗeele e Mozilla huutoraade ngoo humpito hono no facciraa e <a href=""%s"">ngol Dawirgol Suturo</a>"
"I’m okay with { -brand-name-mozilla } handling my info as explained in <a href=""{ $url }"">this Privacy Notice</a>"	"Alanaa kam caɗeele e { -brand-name-mozilla } huutoraade ngoo humpito hono no facciraa e <a href=""{ $url }"">ngol Dawirgol Suturo</a>"
JCB	JCB
JS	JS
JSON	JSON
JSON Files	Piille JSON
JSONP → callback %S()	JSONP → noddit-gol %S()
Jamaica	Jamayka
Jan	Siilo
Jan Mayen	Jan Mayen
January	Siilo
Japan	Sapoo
Japanese	Saponeere
Japanese (EUC-JP)	Japanese (EUC-JP)
Japanese (ISO-2022-JP)	Japanese (ISO-2022-JP)
Japanese (Shift_JIS)	Japanese (Shift_JIS)
Jarvis Island	Duunde Jarwis
JavaScript	JavaScript
JavaScript Debugger (%S)	Momtirgel ella JavaScript (%S)
Javanese	Sawaneere
Javascript	JavaScript
Jersey	Jeysey
Jitter	Jitter
Jitter { $jitter }	Jitter { $jitter }
Jitter-buffer delay	Jitter-buffer delay
Job Title:	Tiitoore Gollal:
Johnston Atoll	Johnston Atoll
Join Firefox	Tawtu Firefox
Join Firefox and get the most out of every product — across every device.	Tawtu Firefox ngam heɓde ko ɓuri moƴƴude e topirde kala — e nder masiŋel kala.
Join Firefox and get the most out of every product — across every device.	Tawtu Firefox ngam heɓde ɓuri moƴƴude e topirde kala — e nder masiŋel kala.
Join Our Community	Tawtu Renndo amen
Join Us	Yantu e amen
Join our Army of Awesome	Yantu e Konu Yontaaɓe amen
Join our Newsletter	Yantu e ɓatakeeji amen
Join page spreads starting with even-numbered pages	Tawtu ɗereeji kelle puɗɗoriiɗi kelle teeltuɗe
Join page spreads starting with odd-numbered pages	Tawtu kelle puɗɗortooɗe kelle teelɗe
Join the Common Voice mailing list	Tawtu doggol cargol Common Voice ngol
Join the conversation	Naat e yeewtere ndee
Join the conversation	Yantu e yeewtere ndee
Join us	Tawtu min
Join us as a volunteer	Yantu e amen hono jarlitiiɗo
Join { -brand-name-firefox }	Tawtu { -brand-name-firefox }
Join { -brand-name-firefox } and get the most out of every product — across every device.	Tawtu { -brand-name-firefox } ngam heɓde ko ɓuri moƴƴude e topirde kala — e nder masiŋel kala.
Join { -brand-name-firefox } and get the most out of every product — across every device.	Tawtu { -brand-name-firefox } ngam heɓde ɓuri moƴƴude e topirde kala — e nder masiŋel kala.
Join { -brand-product-name }	Tawtu { -brand-product-name }
Jordan	Jordaan
Juan de Nova Island	Duunde Kuwan de Nowa
Jul	Morso
July	Morso
Jump	Diw
Jump back in	Artu ɗo ngonno-ɗaa
Jump here	Diw ɗoo
Jump to %S location	Diw to nokku %S
Jump to Line…	Ɓennu to diidol…
Jump to line number:	Ɓennu to tonngoode diidol:
Jump to:	Diw to:
Jun	Korse
June	Korse
Just Download The Browser	Aawto wanngorde ndee tan
Just edit articles in your language!	Taƴto binndanɗe e ɗemngal maa tan!
Just once	Gootol tan
Just once or twice	Laawol gotol tan walla ɗiɗi
K'iche'	K'iche'
KB	KB
KB Dashboard	Jiimtorɗe KB
KB Editor - Help to update knowledge base articles that need changes or write new articles:	Binndoowo e RG - Wallu hesɗitinde binndanɗe ruttorde humpito cokluɗe bayle walla winndu binndanɗe kese:
KB Team	Goomu KB
KPI Dashboard	Jiimtorɗe KPI
Kabardian	Kabardian
Kabyle	Kabileere
Kannada	Kannada
Kannada	Kannadaŋkoore
Kanuri	Kanuri
Kaqchikel	Kaqchikel
Karakalpak	Karakalpak
Kashmiri	Kashmiri
Kashubian	Kashubiyaare
Kazakh	Kasakiire
Kazakh	Kasakre
Kazakhstan	Kasakstaan
Keep	Mooftu
Keep Installed	Woppu Aafoo
Keep enabled	Woppu hurma
Keep it up, record again <recordIcon></recordIcon>	Jokku tiiɗnaare, nanngito kadi <recordIcon></recordIcon>
Keep my changes anyway	Teeŋtin bayle am tan
Keep the passwords you save secure and easily log in to your accounts with { -lockwise-brand-name }.	Waɗ pinle ndannduɗaa-ɗee kisɗe etee seŋo no weeɓiri e konte maa e { -lockwise-brand-name }.
Keep the recordings	Mooftu nanngitte ɗee
Keep this add-on installed	Woppu ngal ɓeydital ɗo aafii ɗoo
Keep track of your progress and metrics across multiple languages.	Rewindo taaɓagol maa e meetere maa e ɗemɗe keewɗe.
Keep track of your progress with a profile	Rewindo taaɓagol maa e heftinirde
Keep track of your progress with a profile and help our voice data be more accurate.	Rewindo taaɓagol maa huutoraade heftinirde kadi maballaa keɓe amen sawto ɓeydaade seeɓde.
Keep until	Mooftu haa
Keep until:	Mooftu haa:
Keep up with releases and news about Firefox for Android.	Humpito baɗte bayyine e kabaruuji baɗte mo Android.
Keep up with<br> all things Firefox.	Humpito<br> geɗe Firefox fof.
Keep up with<br> all things { -brand-name-firefox }.	Humpito<br> geɗe { -brand-name-firefox } fof.
Keep your data to yourself. %s protects you from many of the most common trackers that follow what you do online.	Mooftan hoore maa keɓe maa. %s ina reen maa e ko heewi e rewindotooɓe ɓurɓe wooweede rewooɓe e maa e ceŋogol.
Keep your data to yourself. { -brand-short-name } protects you from many of the most common trackers that follow what you do online.	Mooftan hoore maa keɓe maa. { -brand-short-name } ina reen maa e ko heewi e rewindotooɓe ɓurɓe wooweede rewooɓe e maa e ceŋogol.
Keep your logins safe	Mooftu ceŋorɗe maa ɗo hisi
Keep your passwords protected and portable.	Hisnu pinle maa ɗe nawortaa nokku kala.
Keep your passwords safe on every device	Reen kisal pinle maa e kala masiŋel
Keep { -brand-short-name } up to date for the best performance, stability, and security.	Hesɗitin { -brand-short-name } ngam jaawgol golle dowrowol, jamɗugol e kisal.
Kenya	Keñaa
Key	Coktirgal
Key Agreement	Key Agreement
Key Compromise	Key Compromise
Key Encipherment	Key Encipherment
Key Exchange Group	Fedde Gostondiral Coktirɗe
Key Exchange Group:	Fedde Gostondiral coktirɗe:
Key Generation in progress… This may take a few minutes….	Woni ko e yaltinde kelal… Ena waawi juutde seeɗa noon….
Key ID	ID Kelal
Key Size	Ɓeto Coktirgal
Key Usages: %1$S	Kuutore Teeŋtuɗe: %1$S
Key size: %S bits\nBase point order length: %S bits\nPublic value:\n%S	Key size: %S bits\nBase point order length: %S bits\nPublic value:\n%S
Key usages: { $keyUsages }	Kuutore Teeŋtuɗe: { $keyUsages }
Keybindings	Jokkondire coktirɗe
Keyboard	Tappirde
Keyboard Shortcuts	Codorɗe Tappirde
Keyboard shortcuts	Codorɗe tappirde
Keyed Histograms	  Keyed Histograms
Keyed Scalars	Ɓetiwe Koke
Keyframe property value “%1$S” is invalid according to the syntax for “%2$S”.	Njaru heertino “%1$S” ngal natal maantinngal yahdaani e lelngo “%2$S”.
Keyframe rule ignored due to bad selector.	Doosgal Keyframe faalkisaama sabu suɓo ngo feewaani
Keyword	Helmere yiylorde
Keyword ‘strict-dynamic’ within “%1$S” with no valid nonce or hash might block all scripts from loading	Helmere maantorde ‘strict-dynamic’ nder “%1$S” nde alaa nonce walla hash moƴƴo ina waawi haɗde all dokkore ɗee kala loowaade
Keyword:	Helmere yiylorde:
Keywords in {locale}:	Kelme jiylorɗe e {locale}:
Keywords:	Kelmekele jiytirɗe:
Khmer	Kemer
Khmer	Khmer
Khmer	Kmeere
Kikuyu	Kikuyu
Kikuyu	Kikuyuure
Kingman Reef	Kingman Reef
Kinyarwanda	Kinyarwanda
Kirghiz	Kirghiz
Kiribati	Kiribati
Kirundi	Kirundi
Kitsune Contributor	Ballitoowo Kitsune
Klingon	Klingon
Know Your Rights	Anndu hakkeeji maa
Know your rights	Anndu hakkeeji maa
Knowledge Base	Ruttorde Ganndal
Knowledge Base Article	Winndande Ruttorde Ganndal
Knowledge Base Dashboard	Jiimtorde Ruttorde Ganndal
Komi	Komi
Komi-Zyrian	Komi-Siryaniire
Kongo	Kongo
Konkani	Konkani
Konkani (Devanagari)	Konkani (Devanagari)
Korea, North	Koreya Rewo
Korea, South	Koreya Worgo
Korean	Koreere
Korean	Koreyaŋkoore
Korean	Koreyre
Kosovo	Kosowo
Kuanyama	Kuanyama
Kurdish	Kurdiire
Kurmanji Kurdish	Kurmanji Kurdish
Kuwait	Kuwayti
Kyrgyz	Kyrgyz
Kyrgyzstan	Kirgistaan
L10N	L10N
L10N Contributor - Help to translate Firefox Help content to your language:	Ballitoowo L10N - Wallu firde loowdi Ballal Firefox e ɗemngal maa:
L10n Coverage	Kuurol L10
L10n coverage	Kuurol L10
Label	Ɗakkol
Label by:	Jel:
Label objects by the JavaScript stack recorded when it was allocated	Jel geɗe wonande joowre JavaScript nanngitaande ndee tuma nde rokkiranoo
Label objects by the broad categories they fit in	Jel geɗe wonande pelle jaaƴɗe ɗe keƴata e mum en
Label objects by their internal C++ type name	Jel teme wonande fannu C++ nderiire majje
Labs	Mbayla
Landmarks	Maatinooje
Landscape	Wertiingo
Language	Ɗemngal
Language Packs	Pakke Ɗemngal
Language Request	Ɗaɓɓitannde Ɗemngal
Language and Appearance	Ɗemngal e Mbaydi
Language request successfully submitted, thank you.	Naamnal ɗemngal naatnaama no haanirta, a jaaraama.
Language:	Ɗemngal:
Languages	Ɗemɗe
Lao	Lawoore
Laos	Lawoos
Laptops	Ñige
Large Allocation	Taƴnal Mawngal
Large Files Management	Toppitogol piile mawɗe
Large minimum font size	Ɓetol fontere mawnde lesol
Last %S days	Balɗe %S cakkitiiɗe
Last 24 hours	Waktuuji 24 ɓennuɗi ɗii
Last 30 days	Balɗe 30 ɓennuɗe
Last 30 days	Balɗe 30 ɓennuɗe ɗee
Last 7 days	Balɗe 7 ɓennuɗe
Last 7 days	Balɗe 7 ɓennuɗe ɗee
Last 90 days	Balɗe 90 ɓennuɗe
Last > First Sort Order	Degginol Leemto Battano > Gadano
Last Changed	Waylaa Sakket
Last Fetched	Njiylawu cakkitto
Last Four Hours	Waktuuji Nay Ɓennuɗi ɗii
Last Hour	Waktu Ɓennuɗo oo
Last Modified	Waylaa Sakket
Last Modified	Waylo sakkitto
Last Name	Yettoode
Last Post	Winndannde Sakkitiinde
Last Two Hours	Waktuuji Ɗiɗi Ɓennuɗi ɗii
Last Updated	Hesɗitinaa Sakket
Last Used	Huutoraa sakket
Last Used	Kuutarogol cakkitiingol.
Last Used	Sakkitii huutoreede
Last Week	Yontere Ɓennunde
Last active %(translatedTimeAgo)s	Ceŋiiɗo sakke %(translatedTimeAgo)s
Last active %(translatedTimeAgo)s	Sakkitii saasde %(translatedTimeAgo)s
Last active %(translatedTimeAgo)s in %(translatedCountry)s	Sakkitii saasde %(translatedTimeAgo)s nder %(translatedCountry)s
Last active %(translatedTimeAgo)s near %(translatedCity)s, %(translatedState)s, %(translatedCountry)s	Sakkitii saasde %(translatedTimeAgo)s sara %(translatedCity)s, %(translatedState)s, %(translatedCountry)s
Last active over %(translatedTimeAgo)s	Sakkitii seŋaade e %(translatedTimeAgo)s
Last active over %(translatedTimeAgo)s in %(translatedCountry)s	Sakkitii saasde e %(translatedTimeAgo)s nder %(translatedCountry)s
Last active over %(translatedTimeAgo)s near %(translatedCity)s, %(translatedState)s, %(translatedCountry)s	Sakkitii saasde e %(translatedTimeAgo)s sara %(translatedCity)s, %(translatedState)s, %(translatedCountry)s
Last answer date	Ñalngu jaabawol battindiingol
Last attempt:	Etogol cakkitiingol:
Last checked: %(lastCheckTime)s	Sakkitii ƴeewteede: %(lastCheckTime)s
Last item	Temre wattindiinde
Last modified:	Waylaa sakket:
"Last modified: { DATETIME($timeChanged, day: ""numeric"", month: ""long"", year: ""numeric"") }"	"Sakkitii wayleede: { DATETIME($timeChanged, day: ""numeric"", month: ""long"", year: ""numeric"") }"
Last page	Hello wattindiigo
Last post date	Ñalngu winndannde wattindiide
Last reply by	Wattindii jaabaaɗe ko
Last reply by {user}	Sakkitii jaabaade ko {user}
Last seen %(translatedTimeAgo)s	Sakkitii yiyeede %(translatedTimeAgo)s
Last seen %(translatedTimeAgo)s in %(translatedCountry)s	Sakkitii yiyeede %(translatedTimeAgo)s nder %(translatedCountry)s
Last seen %(translatedTimeAgo)s near %(translatedCity)s, %(translatedState)s, %(translatedCountry)s	Sakkitii yiyeede %(translatedTimeAgo)s sara %(translatedCity)s, %(translatedState)s, %(translatedCountry)s
Last seen over %(translatedTimeAgo)s	Sakkitii yiyeede %(translatedTimeAgo)s
Last seen over %(translatedTimeAgo)s in %(translatedCountry)s	Sakkitii yiyeede e %(translatedTimeAgo)s nder %(translatedCountry)s
Last seen over %(translatedTimeAgo)s near %(translatedCity)s, %(translatedState)s, %(translatedCountry)s	Sakkitii yiyeede e %(translatedTimeAgo)s sara %(translatedCity)s, %(translatedState)s, %(translatedCountry)s
Last seen time unknown	Sahaa o wattindii yiyeede anndaaka
Last sync %(translatedTimeAgo)s	Jahdingol wattan %(translatedTimeAgo)s
Last sync %(translatedTimeAgo)s in %(translatedCountry)s	Jahdingol wattan %(translatedTimeAgo)s nder %(translatedCountry)s
Last sync %(translatedTimeAgo)s near %(translatedCity)s, %(translatedState)s, %(translatedCountry)s	Jahdingol wattan %(translatedTimeAgo)s sara %(translatedCity)s, %(translatedState)s, %(translatedCountry)s
Last sync over %(translatedTimeAgo)s	Jahdingol wattan dow %(translatedTimeAgo)s
Last sync over %(translatedTimeAgo)s in %(translatedCountry)s	Jahdingol wattan dow %(translatedTimeAgo)s nder %(translatedCountry)s
Last sync over %(translatedTimeAgo)s near %(translatedCity)s, %(translatedState)s, %(translatedCountry)s	Jahdingol wattan dow %(translatedTimeAgo)s sara %(translatedCity)s, %(translatedState)s, %(translatedCountry)s
Last sync time unknown	Sahaa jahdingol wattan mo anndaaka
Last sync: %S	Sync cakkitiiɗo: %S
Last sync: in progress…	Sync cakkitiinɗo: ko heen woni…
Last synced: %s	Sakkitii yahdineede: %s
Last synced: &formatS;	Syncaa wattan: &formatS;
Last synced: never	Sakkitii yahdineede: abadaa
Last synced: never	Synkaa wattan: hay sahaa
Last tab	Tabbere sakkitiinde
Last update status	Ngonka kesɗitinal sakket
Last update time	Saha kesɗitinal battanal
Last updated	Hesɗitinaa sakket
Last updated by:	Hesɗitinaa sakket:
Last updated:	Hesɗitinaa sakket:
Last used	Sakkitii huutoreede
"Last used: { DATETIME($timeUsed, day: ""numeric"", month: ""long"", year: ""numeric"") }"	"Sakkitii huutoreede: { DATETIME($timeUsed, day: ""numeric"", month: ""long"", year: ""numeric"") }"
Late Write #%1$S	Winndaa Sakket #%1$S
Late Write #{ $lateWriteCount }	Winndaa Sakket #{ $lateWriteCount }
Late Writes	Binndi Sakket
Latency	Deeƴtal
Later	So ɓooyii
Latin	Lateŋ
Latvia	Lettonii
Latvian	Latvian
Latvian	Lettoniire
Launch Application	Hurmin Jaaɓnirgal
Launch application	Hurmin jaaɓnirgal
Launch next private tab in one tap.	Hurminir tabre aroore fiyannde wootere.
Launch path has to be an absolute path starting with ‘/’: ‘%S’	Bolol gollinde foti ko won'de bolol kuuɓngol puɗɗoringol '/': '%S'
Launch profile in new browser	Hurmito heftinirde e wanngorde hesere
Launch this app from your <b>Applications</b> directory.	Hutmin ngal jaaɓngal e runngere <b>Jaaɓɗe</b> maa.
Launch this app from your <b>Windows desktop</b> or <b>Start &#9658; All Programs</b>.	Hurmin ngal jaaɓngal e <b>ordinateer Windows</b> walla <b>Fuɗɗo &#9658; Topirɗe Fof</b>.
Launch this app from your <b>dash</b>, <b>Application picker</b>, or <b>Applications menu</b>.	Hurmin ngal jaaɓngal e <b>daarde</b>, <b>Suɓorde jaaɓɗe laa</b>, walla <b>Dosol jaaɓɗe</b> maa.
Launched	Fuɗɗaama
Layout	Lelngo
Layout Debugger	Buggitorde Lelngo
Leaderboard Visibility	Jiyagol Doggol Ardiiɓe
Leadership	Ngardiigu
Learn About Mozilla	Ɓeydu humpito baɗte Mozilla
Learn About Sending Tabs…	Humpito baɗte Neldude Tabbe…
Learn About Sending Tabs…	Ɓeydu humpito baɗte neldugol tabbe…
Learn About Sending Tabs…	Ɓeydu humpito e neldugol tabbe
Learn About { -brand-name-mozilla }	Ɓeydu humpito baɗte { -brand-name-mozilla }
Learn How to Speed It Up	Ekko Hol no ɗum Yaawnirtee
Learn More	Jokku Taro
Learn More	Jokku taro
Learn More	Ɓeydi Humpito
Learn More	Ɓeydu Humpito
Learn More	Ɓeydu humpito
Learn More.	Ɓeydu Humpito.
Learn More…	Ɓeydu Humpito…
Learn about Firefox browsers	Ɓeydu humpito baɗte wanngorde Firefox
Learn about Firefox for Enterprise	Ɓeydu humpito baɗte Firefox mo Gollordu
Learn about New Tab	Humpito baɗte Tabbere Hesere
Learn about creating Web resources with others	Humpito ko yowitii e cosgol ɓulnorɗe Geese wonndude e goɗɗe
Learn about creating and curating content for the Web	Ɓeydu humpito ko yowitii e cosgol kam e mooftugol loowdi wonande Geese
Learn about creating and curating content for the web	Ɓeydu humpito ko yowitii e cosgol kam e mooftugol loowdi wonande Geese
Learn about creating web resources with others	Humpito ko yowitii e cosgol ɓulnorɗe Geese wonndude e goɗɗe
Learn about installers	Ɓeydu humpito ko yowitii gaafirɗe
Learn about new features after an update	Humpito baɗte fannuuji kesi caggal kesɗitinal
Learn about open source code in journalism	Janngu ko yowitii e keɓe udditiiɗe jubbol e jaayndiyaŋkaagal
Learn about the benefits of working at Mozilla and view open positions around the world.	Humpito baɗte ɓure gollaade to Mozilla tee njiyaa liggeyaji goodɗi e jookli winndere ndee.
Learn about the benefits of working at { -brand-name-mozilla } and view open positions around the world.	Humpito baɗte ɓure gollaade to { -brand-name-mozilla } tee njiyaa liggeyaji goodɗi e jookli winndere ndee.
Learn about the { -brand-product-name } family of products.	Humpito baɗte { -brand-product-name } topirɗe ciirol gootol.
Learn about { -brand-name-firefox } browsers	Ɓeydu humpito baɗte wanngorde { -brand-name-firefox }
Learn all you need to know to get started with Firefox.	Humpito ko cokluɗaa anndude fof ngam fuɗɗaade e Firefox.
Learn everything you need to know (but don’t yet) about staying smart and safe online, from some of the world’s foremost experts.	Humpito kala ko njiɗno-ɗaa anndude (kono a suwaa tawo) baɗte wonde ƴoƴɗo e kisɗo e ceŋogol, ummoraade e huunde e haralleeɓe ɓurɓe maantinde e winndere ndee.
Learn everything you need to know to stay smarter and safer online.	Humpito kala ko cokluɗaa humpitaade ngam wonde ɓurɗo ƴoƴde et ɓurɗo hisde e ceŋogol.
Learn how	Humpito no wairtee
Learn how Sync works.	Ekko no Sync yahrata.
Learn how privacy works on the new tab	Humpito hol no suturo yahrata e tabbere hesere ndee
Learn how to build online collaboration skills	Humpito hol no tafirtaa mbaawka ballondiral geese
